"soortgroep";"meetnet";"soort_nl";"soort_wet";"levensstadium";"2016";"2017";"2018";"2019"
"libellen";"Hoogveenglanslibel";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gewone bronlibel";"Cordulegaster boltonii";"imago";0;0;3;1
"libellen";"Hoogveenglanslibel";"Gewone bronlibel";"Cordulegaster boltonii";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gewone bronlibel";"Cordulegaster boltonii";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gewone oeverlibel";"Orthetrum cancellatum";"imago";0;0;15;188
"libellen";"Hoogveenglanslibel";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;2
"libellen";"Hoogveenglanslibel";"Gewone pantserjuffer";"Lestes sponsa";"imago";0;0;18;42
"libellen";"Hoogveenglanslibel";"Gewone pantserjuffer";"Lestes sponsa";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gewone pantserjuffer";"Lestes sponsa";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Grote keizerlibel";"Anax imperator";"imago";0;0;21;49
"libellen";"Hoogveenglanslibel";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Grote keizerlibel";"Anax imperator";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Grote roodoogjuffer";"Erythromma najas";"imago";0;0;0;10
"libellen";"Hoogveenglanslibel";"Grote roodoogjuffer";"Erythromma najas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Grote roodoogjuffer";"Erythromma najas";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Koraaljuffer";"Ceriagrion tenellum";"imago";0;0;97;121
"libellen";"Hoogveenglanslibel";"Koraaljuffer";"Ceriagrion tenellum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Koraaljuffer";"Ceriagrion tenellum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Lantaarntje";"Ischnura elegans";"imago";0;0;115;187
"libellen";"Hoogveenglanslibel";"Lantaarntje";"Ischnura elegans";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Lantaarntje";"Ischnura elegans";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago";0;0;1;2
"libellen";"Hoogveenglanslibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Platbuik";"Libellula depressa";"imago";0;0;1;0
"libellen";"Hoogveenglanslibel";"Platbuik";"Libellula depressa";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Platbuik";"Libellula depressa";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Steenrode heidelibel";"Sympetrum vulgatum";"imago";0;0;0;4
"libellen";"Hoogveenglanslibel";"Steenrode heidelibel";"Sympetrum vulgatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Steenrode heidelibel";"Sympetrum vulgatum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tangpantserjuffer";"Lestes dryas";"imago";0;0;0;2
"libellen";"Hoogveenglanslibel";"Tangpantserjuffer";"Lestes dryas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tangpantserjuffer";"Lestes dryas";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tengere grasjuffer";"Ischnura pumilio";"imago";0;0;6;2
"libellen";"Hoogveenglanslibel";"Tengere grasjuffer";"Ischnura pumilio";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tengere grasjuffer";"Ischnura pumilio";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tengere pantserjuffer";"Lestes virens";"imago";0;0;0;15
"libellen";"Hoogveenglanslibel";"Tengere pantserjuffer";"Lestes virens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Tengere pantserjuffer";"Lestes virens";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Variabele waterjuffer";"Coenagrion pulchellum";"imago";0;0;0;11
"libellen";"Hoogveenglanslibel";"Variabele waterjuffer";"Coenagrion pulchellum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Variabele waterjuffer";"Coenagrion pulchellum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Viervlek";"Libellula quadrimaculata";"imago";0;0;58;142
"libellen";"Hoogveenglanslibel";"Viervlek";"Libellula quadrimaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Viervlek";"Libellula quadrimaculata";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vroege glazenmaker";"Aeshna isoceles";"imago";0;0;1;12
"libellen";"Hoogveenglanslibel";"Vroege glazenmaker";"Aeshna isoceles";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vroege glazenmaker";"Aeshna isoceles";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vuurjuffer";"Pyrrhosoma nymphula";"imago";0;0;6;3
"libellen";"Hoogveenglanslibel";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vuurjuffer";"Pyrrhosoma nymphula";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vuurlibel";"Crocothemis erythraea";"imago";0;0;18;25
"libellen";"Hoogveenglanslibel";"Vuurlibel";"Crocothemis erythraea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Vuurlibel";"Crocothemis erythraea";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Watersnuffel";"Enallagma cyathigerum";"imago";0;0;4;8
"libellen";"Hoogveenglanslibel";"Watersnuffel";"Enallagma cyathigerum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Watersnuffel";"Enallagma cyathigerum";"larvenhuidje";0;0;0;2
"libellen";"Hoogveenglanslibel";"Zwarte heidelibel";"Sympetrum danae";"imago";0;0;7;19
"libellen";"Hoogveenglanslibel";"Zwarte heidelibel";"Sympetrum danae";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Zwarte heidelibel";"Sympetrum danae";"larvenhuidje";0;0;0;2
"libellen";"Hoogveenglanslibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"imago";0;0;1;14
"libellen";"Hoogveenglanslibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Zwervende pantserjuffer";"Lestes barbarus";"imago";0;0;0;4
"libellen";"Hoogveenglanslibel";"Zwervende pantserjuffer";"Lestes barbarus";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Zwervende pantserjuffer";"Lestes barbarus";"larvenhuidje";0;0;0;0
"libellen";"Kempense heidelibel";"Azuurwaterjuffer";"Coenagrion puella";"imago";0;0;0;5
"libellen";"Kempense heidelibel";"Bandheidelibel";"Sympetrum pedemontanum";"imago";2;0;0;0
"libellen";"Kempense heidelibel";"Beekoeverlibel";"Orthetrum coerulescens";"imago";41;3;7;101
"libellen";"Kempense heidelibel";"Blauwe glazenmaker";"Aeshna cyanea";"imago";1;0;0;0
"libellen";"Kempense heidelibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago";5;3;3;75
"libellen";"Kempense heidelibel";"Breedscheenjuffer";"Platycnemis pennipes";"imago";105;2;3;10
"libellen";"Kempense heidelibel";"Bruine glazenmaker";"Aeshna grandis";"imago";2;0;0;1
"libellen";"Kempense heidelibel";"Bruine korenbout";"Libellula fulva";"imago";0;0;0;2
"libellen";"Kempense heidelibel";"Bruine winterjuffer";"Sympecma fusca";"imago";2;12;3;25
"libellen";"Kempense heidelibel";"Bruine winterjuffer";"Sympecma fusca";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Kempense heidelibel";"Bruine winterjuffer";"Sympecma fusca";"larvenhuidje";0;0;0;0
"libellen";"Kempense heidelibel";"Bruinrode heidelibel";"Sympetrum striolatum";"imago";52;19;33;101
"libellen";"Kempense heidelibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago";0;0;2;3
"libellen";"Kempense heidelibel";"Gewone oeverlibel";"Orthetrum cancellatum";"imago";30;3;1;10
"libellen";"Kempense heidelibel";"Gewone pantserjuffer";"Lestes sponsa";"imago";10;1;1;21
"libellen";"Kempense heidelibel";"Grote keizerlibel";"Anax imperator";"imago";1;3;1;6
"libellen";"Kempense heidelibel";"Houtpantserjuffer";"Chalcolestes viridis";"imago";3;0;2;2
"libellen";"Kempense heidelibel";"Koraaljuffer";"Ceriagrion tenellum";"imago";4;2;1;11
"libellen";"Kempense heidelibel";"Lantaarntje";"Ischnura elegans";"imago";15;1;2;15
"libellen";"Kempense heidelibel";"Paardenbijter";"Aeshna mixta";"imago";1;2;9;3
"libellen";"Kempense heidelibel";"Platbuik";"Libellula depressa";"imago";0;0;0;1
"libellen";"Kempense heidelibel";"Steenrode heidelibel";"Sympetrum vulgatum";"imago";25;12;51;101
"libellen";"Kempense heidelibel";"Tengere grasjuffer";"Ischnura pumilio";"imago";0;1;0;0
"libellen";"Kempense heidelibel";"Tengere pantserjuffer";"Lestes virens";"imago";0;9;56;51
"libellen";"Kempense heidelibel";"Vroege glazenmaker";"Aeshna isoceles";"imago";0;0;0;4
"libellen";"Kempense heidelibel";"Vuurlibel";"Crocothemis erythraea";"imago";1;0;1;0
"libellen";"Kempense heidelibel";"Watersnuffel";"Enallagma cyathigerum";"imago";0;0;3;5
"libellen";"Kempense heidelibel";"Zuidelijke glazenmaker";"Aeshna affinis";"imago";0;0;1;0
"libellen";"Kempense heidelibel";"Zuidelijke keizerlibel";"Anax parthenope";"imago";0;0;1;1
"libellen";"Kempense heidelibel";"Zwarte heidelibel";"Sympetrum danae";"imago";17;0;5;6
"libellen";"Kempense heidelibel";"Zwarte heidelibel";"Sympetrum danae";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Kempense heidelibel";"Zwarte heidelibel";"Sympetrum danae";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago";125;137;66;6
"libellen";"Maanwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Bruine winterjuffer";"Sympecma fusca";"imago";1;25;0;3
"libellen";"Maanwaterjuffer";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago";1;0;2;0
"libellen";"Maanwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago";7;5;10;12
"libellen";"Maanwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Glassnijder";"Brachytron pratense";"imago";2;0;0;0
"libellen";"Maanwaterjuffer";"Grote keizerlibel";"Anax imperator";"imago";0;5;1;0
"libellen";"Maanwaterjuffer";"Grote roodoogjuffer";"Erythromma najas";"imago";1;8;10;6
"libellen";"Maanwaterjuffer";"Grote roodoogjuffer";"Erythromma najas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Grote roodoogjuffer";"Erythromma najas";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"imago";0;0;3;0
"libellen";"Maanwaterjuffer";"Lantaarntje";"Ischnura elegans";"imago";8;10;15;6
"libellen";"Maanwaterjuffer";"Lantaarntje";"Ischnura elegans";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Lantaarntje";"Ischnura elegans";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago";36;48;23;1
"libellen";"Maanwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Platbuik";"Libellula depressa";"imago";0;2;6;2
"libellen";"Maanwaterjuffer";"Smaragdlibel";"Cordulia aenea";"imago";26;33;26;8
"libellen";"Maanwaterjuffer";"Smaragdlibel";"Cordulia aenea";"imago (niet uitgekleurd)";0;2;0;0
"libellen";"Maanwaterjuffer";"Smaragdlibel";"Cordulia aenea";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Tengere grasjuffer";"Ischnura pumilio";"imago";0;1;0;1
"libellen";"Maanwaterjuffer";"Venwitsnuitlibel";"Leucorrhinia dubia";"imago";7;17;53;5
"libellen";"Maanwaterjuffer";"Venwitsnuitlibel";"Leucorrhinia dubia";"imago (niet uitgekleurd)";0;15;2;0
"libellen";"Maanwaterjuffer";"Venwitsnuitlibel";"Leucorrhinia dubia";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Viervlek";"Libellula quadrimaculata";"imago";119;134;156;40
"libellen";"Maanwaterjuffer";"Viervlek";"Libellula quadrimaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Maanwaterjuffer";"Viervlek";"Libellula quadrimaculata";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago";100;1035;127;37
"libellen";"Maanwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;10;0;0
"libellen";"Maanwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"larvenhuidje";0;0;0;0
"libellen";"Maanwaterjuffer";"Watersnuffel";"Enallagma cyathigerum";"imago";648;788;356;81
"libellen";"Maanwaterjuffer";"Watersnuffel";"Enallagma cyathigerum";"imago (niet uitgekleurd)";0;100;0;0
"libellen";"Maanwaterjuffer";"Watersnuffel";"Enallagma cyathigerum";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago";0;211;245;156
"libellen";"Speerwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"imago";0;7;149;0
"libellen";"Speerwaterjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"imago (niet uitgekleurd)";0;0;120;8
"libellen";"Speerwaterjuffer";"Blauwe glazenmaker";"Aeshna cyanea";"imago";0;0;1;0
"libellen";"Speerwaterjuffer";"Blauwe glazenmaker";"Aeshna cyanea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Blauwe glazenmaker";"Aeshna cyanea";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Bruine winterjuffer";"Sympecma fusca";"imago";0;20;0;6
"libellen";"Speerwaterjuffer";"Bruine winterjuffer";"Sympecma fusca";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Bruine winterjuffer";"Sympecma fusca";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago";0;0;2;0
"libellen";"Speerwaterjuffer";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Gaffelwaterjuffer";"Coenagrion scitulum";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago";0;0;3;0
"libellen";"Speerwaterjuffer";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Gevlekte glanslibel";"Somatochlora flavomaculata";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago";0;6;48;5
"libellen";"Speerwaterjuffer";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago";0;31;50;0
"libellen";"Speerwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;4;0
"libellen";"Speerwaterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Gewone pantserjuffer";"Lestes sponsa";"imago";0;1;7;1
"libellen";"Speerwaterjuffer";"Gewone pantserjuffer";"Lestes sponsa";"imago (niet uitgekleurd)";0;1;0;0
"libellen";"Speerwaterjuffer";"Gewone pantserjuffer";"Lestes sponsa";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Glassnijder";"Brachytron pratense";"imago";0;9;1;5
"libellen";"Speerwaterjuffer";"Glassnijder";"Brachytron pratense";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Glassnijder";"Brachytron pratense";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Grote keizerlibel";"Anax imperator";"imago";0;4;39;12
"libellen";"Speerwaterjuffer";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Grote keizerlibel";"Anax imperator";"larvenhuidje";0;0;3;0
"libellen";"Speerwaterjuffer";"Grote roodoogjuffer";"Erythromma najas";"imago";0;13;6;0
"libellen";"Speerwaterjuffer";"Hoogveenglanslibel";"Somatochlora arctica";"imago";0;0;1;0
"libellen";"Speerwaterjuffer";"Hoogveenglanslibel";"Somatochlora arctica";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Hoogveenglanslibel";"Somatochlora arctica";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Houtpantserjuffer";"Chalcolestes viridis";"imago";0;0;5;0
"libellen";"Speerwaterjuffer";"Houtpantserjuffer";"Chalcolestes viridis";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Houtpantserjuffer";"Chalcolestes viridis";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"imago";0;14;121;21
"libellen";"Speerwaterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Lantaarntje";"Ischnura elegans";"imago";0;29;241;52
"libellen";"Speerwaterjuffer";"Lantaarntje";"Ischnura elegans";"imago (niet uitgekleurd)";0;0;0;1
"libellen";"Speerwaterjuffer";"Lantaarntje";"Ischnura elegans";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Metaalglanslibel";"Somatochlora metallica";"imago";0;2;0;0
"libellen";"Speerwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago";0;3;15;15
"libellen";"Speerwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Plasrombout";"Gomphus pulchellus";"imago";0;1;0;0
"libellen";"Speerwaterjuffer";"Platbuik";"Libellula depressa";"imago";0;0;10;0
"libellen";"Speerwaterjuffer";"Smaragdlibel";"Cordulia aenea";"imago";0;63;22;29
"libellen";"Speerwaterjuffer";"Tengere grasjuffer";"Ischnura pumilio";"imago";0;0;97;3
"libellen";"Speerwaterjuffer";"Tengere grasjuffer";"Ischnura pumilio";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Tengere grasjuffer";"Ischnura pumilio";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Variabele waterjuffer";"Coenagrion pulchellum";"imago";0;2;0;1
"libellen";"Speerwaterjuffer";"Venwitsnuitlibel";"Leucorrhinia dubia";"imago";0;7;31;8
"libellen";"Speerwaterjuffer";"Viervlek";"Libellula quadrimaculata";"imago";0;470;342;66
"libellen";"Speerwaterjuffer";"Viervlek";"Libellula quadrimaculata";"imago (niet uitgekleurd)";0;1;0;1
"libellen";"Speerwaterjuffer";"Viervlek";"Libellula quadrimaculata";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"imago";0;10;26;6
"libellen";"Speerwaterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago";0;32;9;32
"libellen";"Speerwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Vuurlibel";"Crocothemis erythraea";"imago";0;2;8;0
"libellen";"Speerwaterjuffer";"Vuurlibel";"Crocothemis erythraea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Speerwaterjuffer";"Vuurlibel";"Crocothemis erythraea";"larvenhuidje";0;0;0;0
"libellen";"Speerwaterjuffer";"Watersnuffel";"Enallagma cyathigerum";"imago";0;64;116;0
"libellen";"Variabele waterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"adult";0;80;69;26
"libellen";"Variabele waterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"adult";0;0;2;0
"libellen";"Variabele waterjuffer";"Bloedrode heidelibel";"Sympetrum sanguineum";"adult";0;49;14;7
"libellen";"Variabele waterjuffer";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago (niet uitgekleurd)";0;0;12;0
"libellen";"Variabele waterjuffer";"Bosbeekjuffer";"Calopteryx virgo";"adult";0;0;2;0
"libellen";"Variabele waterjuffer";"Breedscheenjuffer";"Platycnemis pennipes";"adult";0;9;2;13
"libellen";"Variabele waterjuffer";"Breedscheenjuffer";"Platycnemis pennipes";"imago (niet uitgekleurd)";0;0;1;0
"libellen";"Variabele waterjuffer";"Bruine korenbout";"Libellula fulva";"adult";0;18;1;2
"libellen";"Variabele waterjuffer";"Bruine winterjuffer";"Sympecma fusca";"adult";0;4;2;8
"libellen";"Variabele waterjuffer";"Bruine winterjuffer";"Sympecma fusca";"imago (niet uitgekleurd)";0;0;1;0
"libellen";"Variabele waterjuffer";"Bruinrode heidelibel";"Sympetrum striolatum";"adult";0;0;2;1
"libellen";"Variabele waterjuffer";"Gaffelwaterjuffer";"Coenagrion scitulum";"adult";0;0;0;1
"libellen";"Variabele waterjuffer";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"adult";0;0;3;0
"libellen";"Variabele waterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"adult";0;21;65;4
"libellen";"Variabele waterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Gewone pantserjuffer";"Lestes sponsa";"adult";0;0;17;5
"libellen";"Variabele waterjuffer";"Glassnijder";"Brachytron pratense";"adult";0;6;9;1
"libellen";"Variabele waterjuffer";"Glassnijder";"Brachytron pratense";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Glassnijder";"Brachytron pratense";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Grote keizerlibel";"Anax imperator";"adult";0;10;14;5
"libellen";"Variabele waterjuffer";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Grote keizerlibel";"Anax imperator";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Grote roodoogjuffer";"Erythromma najas";"adult";0;26;24;1
"libellen";"Variabele waterjuffer";"Houtpantserjuffer";"Chalcolestes viridis";"adult";0;0;3;11
"libellen";"Variabele waterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"adult";0;0;2;12
"libellen";"Variabele waterjuffer";"Koraaljuffer";"Ceriagrion tenellum";"imago (niet uitgekleurd)";0;0;1;0
"libellen";"Variabele waterjuffer";"Lantaarntje";"Ischnura elegans";"adult";0;171;193;105
"libellen";"Variabele waterjuffer";"Lantaarntje";"Ischnura elegans";"imago (niet uitgekleurd)";0;0;10;0
"libellen";"Variabele waterjuffer";"Lantaarntje";"Ischnura elegans";"larvenhuidje";0;0;1;0
"libellen";"Variabele waterjuffer";"Metaalglanslibel";"Somatochlora metallica";"adult";0;0;0;1
"libellen";"Variabele waterjuffer";"Platbuik";"Libellula depressa";"adult";0;0;1;3
"libellen";"Variabele waterjuffer";"Smaragdlibel";"Cordulia aenea";"adult";0;6;23;4
"libellen";"Variabele waterjuffer";"Smaragdlibel";"Cordulia aenea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Smaragdlibel";"Cordulia aenea";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Tengere pantserjuffer";"Lestes virens";"adult";0;0;6;0
"libellen";"Variabele waterjuffer";"Viervlek";"Libellula quadrimaculata";"adult";0;5;63;14
"libellen";"Variabele waterjuffer";"Viervlek";"Libellula quadrimaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Variabele waterjuffer";"Viervlek";"Libellula quadrimaculata";"larvenhuidje";0;0;0;0
"libellen";"Variabele waterjuffer";"Vroege glazenmaker";"Aeshna isoceles";"adult";0;30;50;2
